Class,precision,recall,f1-score,support,Classifier,Config_IMG_WIDTH,Config_IMG_HEIGHT,Config_BATCH_SIZE,Config_EPOCHS,Config_SEED,Config_DATASET,Config_train_data_dir,Config_validation_data_dir,Config_k,Config_num_iterations,Config_learning_rate,Config_regularization,Config_batch_size,Config_num_models,Config_mse_threshold,Config_attack_type,Config_evaluation,Config_source_class,Config_target_class,Config_steps_per_epoch_train,Config_steps_per_epoch_val
Class 22,0.0,0.0,0.0,76.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 23,0.15374841168996187,0.2944038929440389,0.2020033388981636,411.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 24,0.31,0.23308270676691728,0.26609442060085836,133.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 25,0.36153846153846153,0.19583333333333333,0.25405405405405407,240.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 26,0.0,0.0,0.0,74.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 27,0.6,0.09905660377358491,0.1700404858299595,212.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 28,0.7777777777777778,0.05185185185185185,0.09722222222222222,135.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 29,0.5972495088408645,0.8150134048257373,0.6893424036281179,373.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 30,0.0,0.0,0.0,126.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 31,0.0,0.0,0.0,67.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 32,0.4583333333333333,0.9122807017543859,0.6101333333333333,627.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 33,0.0,0.0,0.0,83.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 34,0.2179951690821256,0.5986733001658375,0.3196104471004869,603.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 35,0.7272727272727273,0.07920792079207921,0.14285714285714285,101.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 36,0.5555555555555556,0.20270270270270271,0.297029702970297,74.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 37,0.0,0.0,0.0,50.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 38,0.10909090909090909,0.0216998191681736,0.03619909502262444,553.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 39,1.0,0.02459016393442623,0.048,122.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 40,0.43859649122807015,0.06053268765133172,0.10638297872340426,413.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 41,0.25,0.009478672985781991,0.0182648401826484,422.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 42,0.4418604651162791,0.2224824355971897,0.29595015576323985,427.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
accuracy,0.4025885558583106,0.4025885558583106,0.4025885558583106,0.4025885558583106,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
macro avg,0.32397789702122104,0.23277847879468777,0.2119530245010094,11744.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
weighted avg,0.4013174361446796,0.4025885558583106,0.3364132268453544,11744.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Clean,3,7,857,367
Class 0,0.0,0.0,0.0,64.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 1,0.30931339225016996,0.6893939393939394,0.4270295635851713,660.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 2,0.25219941348973607,0.6946688206785138,0.37005163511187605,619.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 3,0.4583333333333333,0.5051020408163265,0.48058252427184467,392.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 4,0.8185595567867036,0.9162790697674419,0.8646671543525969,645.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 5,0.6960297766749379,0.864406779661017,0.7711340206185567,649.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 6,0.5161290322580645,0.1951219512195122,0.2831858407079646,246.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 7,0.7777777777777778,0.07142857142857142,0.1308411214953271,196.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 8,1.0,0.008,0.015873015873015872,125.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 9,0.5597609561752988,0.8338278931750742,0.6698450536352801,337.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 10,0.5053763440860215,0.5222222222222223,0.5136612021857924,360.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 11,1.0,0.03333333333333333,0.06451612903225806,60.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 12,0.4,0.05172413793103448,0.0916030534351145,696.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 13,0.0,0.0,0.0,89.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 14,0.0,0.0,0.0,113.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 15,0.36363636363636365,0.0425531914893617,0.0761904761904762,94.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 16,0.0,0.0,0.0,144.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 17,0.0,0.0,0.0,76.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 18,0.27884615384615385,0.13211845102505695,0.17928902627511592,439.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 19,0.3106796116504854,0.17297297297297298,0.2222222222222222,185.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 20,0.0,0.0,0.0,70.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 21,0.0,0.0,0.0,163.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 22,0.0,0.0,0.0,76.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 23,0.1492921492921493,0.2822384428223844,0.19528619528619529,411.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 24,0.3142857142857143,0.24812030075187969,0.2773109243697479,133.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 25,0.410958904109589,0.25,0.31088082901554404,240.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 26,0.0,0.0,0.0,74.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 27,0.8085106382978723,0.1792452830188679,0.29343629343629346,212.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 28,0.9230769230769231,0.08888888888888889,0.16216216216216217,135.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 29,0.6064908722109533,0.8016085790884718,0.6905311778290993,373.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 30,0.0,0.0,0.0,126.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 31,0.0,0.0,0.0,67.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 32,0.4692370795734208,0.9122807017543859,0.6197183098591549,627.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 33,1.0,0.012048192771084338,0.023809523809523808,83.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 34,0.16991786447638604,0.548922056384743,0.25950607604860837,603.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 35,0.9166666666666666,0.10891089108910891,0.19469026548672566,101.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 36,0.3793103448275862,0.14864864864864866,0.21359223300970873,74.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 37,0.0,0.0,0.0,50.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 38,0.09649122807017543,0.019891500904159132,0.03298350824587706,553.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 39,0.75,0.02459016393442623,0.047619047619047616,122.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 40,0.6418918918918919,0.23002421307506055,0.33868092691622104,413.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 41,0.5416666666666666,0.030805687203791468,0.05829596412556054,422.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
Class 42,0.47580645161290325,0.13817330210772832,0.21415607985480944,427.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
accuracy,0.38862397820163486,0.38862397820163486,0.38862397820163486,0.38862397820163486,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
macro avg,0.39302895597730103,0.22691977273390718,0.21147329200155562,11744.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
weighted avg,0.42686864410185127,0.38862397820163486,0.32833008926114904,11744.0,Logistic Regression,30,30,32,20,42,GTSRB,./datasets/gtsrb/train,./datasets/gtsrb/val,5,10,0.001,0.01,64,5,0.05,pgd,Poisoned,3,7,857,367
